date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-18 21:30:00,999.32,3.71,276.92,-0.36,74.6,7.97,5.95,2.02,3.71,5.95,1254.53,2.65,5.37,262.0,0.0,0.0,0.0,0.0,0.0,14.46,422.7
2020-01-18 21:40:00,999.32,3.68,276.89,-0.32,75.0,7.95,5.97,1.99,3.72,5.97,1254.66,2.56,4.23,261.3,0.0,0.0,0.0,0.0,0.0,14.38,422.7
2020-01-18 21:50:00,999.39,3.58,276.79,-0.29,75.7,7.9,5.98,1.92,3.73,5.98,1255.2,2.44,3.85,262.0,0.0,0.0,0.0,0.0,0.0,14.3,422.7
2020-01-18 22:00:00,999.53,3.44,276.63,-0.27,76.6,7.82,5.99,1.83,3.74,5.99,1256.02,1.6,2.96,264.3,0.0,0.0,0.0,0.0,0.0,14.22,422.7
2020-01-18 22:10:00,999.57,3.38,276.57,-0.24,77.1,7.79,6.0,1.78,3.74,6.01,1256.33,2.02,3.77,251.7,0.0,0.0,0.0,0.0,0.0,14.13,423.1
2020-01-18 22:20:00,999.57,3.35,276.55,-0.21,77.4,7.77,6.02,1.76,3.75,6.02,1256.43,2.74,4.57,253.8,0.0,0.0,0.0,0.0,0.0,14.06,423.2
2020-01-18 22:30:00,999.58,3.34,276.53,-0.12,78.0,7.76,6.06,1.71,3.78,6.06,1256.5,2.62,3.73,251.5,0.0,0.0,0.0,0.0,0.0,13.99,423.2
2020-01-18 22:40:00,999.66,3.33,276.52,-0.09,78.2,7.76,6.07,1.69,3.78,6.07,1256.63,1.98,3.12,251.3,0.0,0.0,0.0,0.0,0.0,13.92,423.2
2020-01-18 22:50:00,999.71,3.3,276.48,-0.1,78.3,7.75,6.06,1.68,3.78,6.07,1256.81,0.99,2.4,237.8,0.0,0.0,0.0,0.0,0.0,13.86,423.6
2020-01-18 23:00:00,999.77,3.34,276.52,-0.09,78.1,7.77,6.07,1.7,3.78,6.07,1256.69,0.73,1.4,233.7,0.0,0.0,0.0,0.0,0.0,13.83,423.6
2020-01-18 23:10:00,999.81,3.36,276.53,-0.11,77.9,7.78,6.06,1.72,3.78,6.06,1256.69,0.7,1.72,223.6,0.0,0.0,0.0,0.0,0.0,13.84,423.9
2020-01-18 23:20:00,999.93,3.29,276.45,-0.11,78.3,7.74,6.06,1.68,3.78,6.06,1257.17,1.14,2.24,243.2,0.0,0.0,0.0,0.0,0.0,13.9,424.1
2020-01-18 23:30:00,1000.03,3.21,276.37,-0.15,78.5,7.7,6.04,1.65,3.77,6.04,1257.64,1.19,2.36,253.6,0.0,0.0,0.0,0.0,0.0,13.97,424.1
2020-01-18 23:40:00,1000.13,3.11,276.26,-0.16,79.0,7.64,6.04,1.6,3.76,6.04,1258.22,1.57,2.2,259.8,0.0,0.0,0.0,0.0,0.0,14.02,424.1
2020-01-18 23:50:00,1000.19,3.01,276.16,-0.21,79.3,7.59,6.02,1.57,3.75,6.02,1258.76,1.94,2.6,262.5,0.0,0.0,0.0,0.0,0.0,14.05,424.1
2020-01-19 00:00:00,1000.19,2.94,276.08,-0.26,79.4,7.55,5.99,1.55,3.73,5.99,1259.11,2.08,2.88,258.9,0.0,0.0,0.0,0.0,0.0,14.05,424.1
2020-01-19 00:10:00,1000.23,2.96,276.1,-0.24,79.4,7.56,6.0,1.56,3.74,6.0,1259.04,1.85,2.76,256.0,0.0,0.0,0.0,0.0,0.0,14.0,424.6
2020-01-19 00:20:00,1000.17,2.91,276.06,-0.29,79.4,7.53,5.98,1.55,3.73,5.98,1259.22,1.81,2.88,258.1,0.0,0.0,0.0,0.0,0.0,13.94,424.2
2020-01-19 00:30:00,1000.15,2.78,275.92,-0.35,79.8,7.46,5.95,1.51,3.71,5.95,1259.82,1.82,2.52,260.7,0.0,0.0,0.0,0.0,0.0,13.87,423.9
2020-01-19 00:40:00,1000.25,2.62,275.76,-0.47,80.0,7.38,5.9,1.48,3.68,5.9,1260.66,1.95,3.24,258.7,0.0,0.0,0.0,0.0,0.0,13.8,423.6
2020-01-19 00:50:00,1000.38,2.48,275.61,-0.59,80.1,7.31,5.85,1.45,3.65,5.85,1261.5,2.06,2.92,260.4,0.0,0.0,0.0,0.0,0.0,13.69,423.6
2020-01-19 01:00:00,1000.47,2.32,275.44,-0.75,80.1,7.22,5.78,1.44,3.6,5.78,1262.41,2.22,3.24,253.1,0.0,0.0,0.0,0.0,0.0,13.57,423.6
2020-01-19 01:10:00,1000.53,2.24,275.35,-0.83,80.1,7.18,5.75,1.43,3.58,5.75,1262.87,2.14,2.84,256.9,0.0,0.0,0.0,0.0,0.0,13.42,423.5
2020-01-19 01:20:00,1000.63,2.26,275.37,-0.82,80.0,7.19,5.75,1.44,3.58,5.75,1262.88,2.08,3.2,260.6,0.0,0.0,0.0,0.0,0.0,13.27,423.6
2020-01-19 01:30:00,1000.69,2.24,275.34,-0.8,80.2,7.18,5.76,1.42,3.59,5.75,1263.05,1.89,2.96,259.1,0.0,0.0,0.0,0.0,0.0,13.12,423.6
2020-01-19 01:40:00,1000.71,2.15,275.25,-0.81,80.7,7.13,5.76,1.38,3.59,5.75,1263.5,1.81,3.13,256.9,0.0,0.0,0.0,0.0,0.0,13.0,423.7
2020-01-19 01:50:00,1000.77,2.02,275.12,-0.83,81.3,7.07,5.75,1.32,3.58,5.74,1264.14,1.78,2.32,259.2,0.0,0.0,0.0,0.0,0.0,12.88,424.1
2020-01-19 02:00:00,1000.88,1.9,274.99,-0.83,82.0,7.01,5.75,1.26,3.58,5.74,1264.83,1.44,2.5,256.8,0.0,0.0,0.0,0.0,0.0,12.77,423.9
2020-01-19 02:10:00,1000.99,1.86,274.94,-0.81,82.4,6.99,5.76,1.23,3.59,5.75,1265.18,1.13,3.12,267.2,0.0,0.0,0.0,0.0,0.0,12.66,423.4
2020-01-19 02:20:00,1001.11,1.8,274.87,-0.83,82.6,6.96,5.75,1.21,3.58,5.74,1265.61,1.17,2.48,277.6,0.0,0.0,0.0,0.0,0.0,12.56,423.5
2020-01-19 02:30:00,1001.24,1.68,274.74,-0.82,83.4,6.9,5.75,1.14,3.58,5.74,1266.33,1.2,2.26,241.1,0.0,0.0,0.0,0.0,0.0,12.46,423.6
2020-01-19 02:40:00,1001.22,1.46,274.52,-0.88,84.4,6.79,5.73,1.06,3.57,5.72,1267.34,1.42,2.16,236.4,0.0,0.0,0.0,0.0,0.0,12.37,424.0
2020-01-19 02:50:00,1001.32,1.24,274.3,-0.92,85.4,6.68,5.71,0.98,3.55,5.7,1268.46,1.39,2.24,236.3,0.0,0.0,0.0,0.0,0.0,12.28,424.1
2020-01-19 03:00:00,1001.42,1.17,274.21,-0.87,86.2,6.65,5.73,0.92,3.57,5.72,1268.93,2.18,3.17,246.2,0.0,0.0,0.0,0.0,0.0,12.18,424.6
2020-01-19 03:10:00,1001.46,1.15,274.19,-0.88,86.3,6.64,5.73,0.91,3.57,5.72,1269.08,1.95,3.04,247.5,0.0,0.0,0.0,0.0,0.0,12.08,424.6
2020-01-19 03:20:00,1001.59,1.06,274.1,-0.94,86.4,6.6,5.7,0.9,3.55,5.69,1269.65,1.08,2.06,280.7,0.0,0.0,0.0,0.0,0.0,11.97,425.1
2020-01-19 03:30:00,1001.74,1.01,274.03,-0.93,86.8,6.57,5.7,0.87,3.55,5.69,1270.08,0.95,2.16,238.9,0.0,0.0,0.0,0.0,0.0,11.86,425.2
2020-01-19 03:40:00,1001.9,0.86,273.87,-1.1,86.7,6.5,5.63,0.86,3.51,5.62,1271.03,0.65,1.0,224.1,0.0,0.0,0.0,0.0,0.0,11.77,426.7
2020-01-19 03:50:00,1002.0,0.86,273.86,-0.97,87.5,6.5,5.69,0.81,3.54,5.68,1271.12,0.48,1.0,194.3,0.0,0.0,0.0,0.0,0.0,11.69,427.0
2020-01-19 04:00:00,1002.19,1.12,274.11,-0.83,86.7,6.63,5.75,0.88,3.57,5.73,1270.09,0.55,1.04,210.9,0.0,0.0,0.0,0.0,0.0,11.68,426.3
2020-01-19 04:10:00,1002.29,1.22,274.2,-0.85,86.0,6.67,5.74,0.93,3.57,5.72,1269.8,0.83,1.16,215.1,0.0,0.0,0.0,0.0,0.0,11.71,427.0
2020-01-19 04:20:00,1002.36,1.34,274.32,-0.75,85.9,6.73,5.78,0.95,3.6,5.77,1269.29,0.72,1.0,242.7,0.0,0.0,0.0,0.0,0.0,11.8,425.6
2020-01-19 04:30:00,1002.41,1.43,274.4,-0.75,85.3,6.78,5.78,1.0,3.59,5.77,1268.93,0.78,1.08,241.8,0.0,0.0,0.0,0.0,0.0,11.93,425.5
2020-01-19 04:40:00,1002.5,1.48,274.45,-0.75,85.0,6.8,5.78,1.02,3.59,5.77,1268.81,0.99,1.56,235.8,0.0,0.0,0.0,0.0,0.0,12.08,425.6
2020-01-19 04:50:00,1002.59,1.57,274.53,-0.68,84.9,6.84,5.81,1.03,3.61,5.79,1268.52,0.82,1.52,237.6,0.0,0.0,0.0,0.0,0.0,12.24,426.0
2020-01-19 05:00:00,1002.59,1.66,274.62,-0.64,84.6,6.89,5.83,1.06,3.62,5.81,1268.07,1.15,1.7,230.9,0.0,0.0,0.0,0.0,0.0,12.39,426.0
2020-01-19 05:10:00,1002.66,1.54,274.49,-0.72,84.9,6.83,5.8,1.03,3.6,5.78,1268.76,1.2,1.96,221.5,0.0,0.0,0.0,0.0,0.0,12.53,428.1
2020-01-19 05:20:00,1002.72,1.59,274.53,-0.63,85.1,6.85,5.83,1.02,3.63,5.82,1268.58,0.87,1.72,219.2,0.0,0.0,0.0,0.0,0.0,12.65,427.3
2020-01-19 05:30:00,1002.71,1.66,274.61,-0.61,84.8,6.89,5.84,1.05,3.63,5.83,1268.22,1.19,2.12,221.0,0.0,0.0,0.0,0.0,0.0,12.75,427.3
2020-01-19 05:40:00,1002.79,1.66,274.6,-0.58,85.0,6.89,5.85,1.03,3.64,5.84,1268.35,0.99,1.72,228.3,0.0,0.0,0.0,0.0,0.0,12.85,427.4
2020-01-19 05:50:00,1002.9,1.76,274.69,-0.59,84.3,6.94,5.85,1.09,3.64,5.83,1268.0,1.12,1.92,235.9,0.0,0.0,0.0,0.0,0.0,12.93,426.6
2020-01-19 06:00:00,1003.01,1.74,274.67,-0.58,84.5,6.93,5.85,1.07,3.64,5.84,1268.23,0.94,1.9,230.3,0.0,280.0,0.0,0.0,0.0,13.03,427.5
2020-01-19 06:10:00,1003.18,1.65,274.56,-0.46,85.8,6.88,5.9,0.98,3.67,5.89,1268.85,0.78,1.68,222.3,0.0,440.0,0.0,0.0,0.0,13.22,428.2
2020-01-19 06:20:00,1003.3,1.55,274.45,-0.39,86.9,6.83,5.94,0.89,3.69,5.92,1269.46,0.62,1.28,193.8,0.0,110.0,0.0,0.0,0.0,13.22,429.4
2020-01-19 06:30:00,1003.48,1.55,274.44,-0.24,87.8,6.83,6.0,0.83,3.73,5.98,1269.65,0.57,0.98,203.5,0.1,600.0,0.0,0.0,0.0,13.36,427.7
2020-01-19 06:40:00,1003.52,1.36,274.24,-0.2,89.3,6.74,6.02,0.72,3.74,6.0,1270.56,1.23,1.96,235.7,0.1,560.0,0.0,0.0,0.0,13.47,425.2
2020-01-19 06:50:00,1003.56,1.24,274.12,-0.13,90.5,6.68,6.05,0.63,3.76,6.03,1271.14,1.47,2.28,254.8,0.0,40.0,0.0,0.0,0.0,13.42,424.7
2020-01-19 07:00:00,1003.69,1.16,274.03,-0.17,90.8,6.64,6.03,0.61,3.75,6.01,1271.72,1.35,2.04,244.0,0.2,310.0,0.0,0.0,0.0,13.38,424.6
2020-01-19 07:10:00,1003.76,0.94,273.8,-0.31,91.3,6.54,5.97,0.57,3.71,5.95,1272.85,1.82,2.72,229.5,0.2,600.0,0.0,0.0,0.0,13.45,425.0
2020-01-19 07:20:00,1003.86,0.72,273.58,-0.41,92.1,6.44,5.93,0.51,3.68,5.91,1273.99,1.3,2.44,216.8,0.2,490.0,0.0,0.0,0.0,13.45,425.4
2020-01-19 07:30:00,1003.98,0.73,273.58,-0.25,93.1,6.44,6.0,0.44,3.72,5.97,1274.07,0.42,1.0,163.5,0.1,600.0,0.0,0.0,0.0,13.42,428.5
2020-01-19 07:40:00,1004.01,0.69,273.54,-0.28,93.2,6.42,5.99,0.44,3.72,5.96,1274.3,0.7,1.3,191.6,0.1,10.0,0.0,0.0,0.0,13.27,429.6
2020-01-19 07:50:00,1004.11,0.55,273.39,-0.35,93.6,6.36,5.95,0.41,3.7,5.93,1275.09,0.67,1.16,169.7,0.0,0.0,0.0,0.0,0.0,13.1,431.5
2020-01-19 08:00:00,1004.34,0.58,273.4,-0.27,94.0,6.37,5.99,0.38,3.72,5.96,1275.23,0.59,1.12,105.9,0.0,0.0,0.2,1.54,2.51,13.01,432.9
2020-01-19 08:10:00,1004.5,0.67,273.48,-0.14,94.3,6.41,6.05,0.37,3.75,6.02,1274.99,0.43,1.2,127.2,0.0,60.0,1.61,3.67,4.44,12.96,434.6
2020-01-19 08:20:00,1004.63,0.54,273.34,-0.34,93.8,6.35,5.96,0.39,3.7,5.93,1275.81,0.97,1.68,142.4,0.0,130.0,3.42,9.27,12.36,12.97,432.9
2020-01-19 08:30:00,1004.77,0.49,273.27,-0.33,94.2,6.33,5.96,0.37,3.7,5.93,1276.24,0.91,1.48,137.8,0.0,0.0,6.04,14.48,16.22,12.92,432.1
2020-01-19 08:40:00,1004.91,0.52,273.29,-0.26,94.5,6.34,5.99,0.35,3.72,5.96,1276.27,0.63,1.0,151.2,0.0,0.0,8.65,21.04,25.68,12.9,433.2
2020-01-19 08:50:00,1005.01,0.63,273.4,-0.12,94.7,6.39,6.06,0.34,3.76,6.03,1275.82,0.53,1.08,143.5,0.0,0.0,10.46,26.45,27.41,12.92,436.9
2020-01-19 09:00:00,1005.22,0.75,273.5,0.03,94.9,6.45,6.12,0.33,3.8,6.09,1275.52,0.67,2.38,177.1,0.0,130.0,13.68,32.63,51.54,12.97,434.4
2020-01-19 09:10:00,1005.3,1.16,273.91,0.43,94.8,6.65,6.3,0.35,3.91,6.27,1273.6,1.74,2.88,237.9,0.0,210.0,38.83,78.96,95.95,13.08,427.4
2020-01-19 09:20:00,1005.46,1.44,274.18,0.53,93.6,6.78,6.35,0.43,3.94,6.31,1272.48,1.49,2.92,225.8,0.0,0.0,50.91,103.09,126.83,13.06,425.7
2020-01-19 09:30:00,1005.64,1.64,274.36,0.59,92.7,6.88,6.38,0.5,3.95,6.34,1271.79,1.18,2.04,229.3,0.0,0.0,71.63,139.58,149.03,13.06,425.7
2020-01-19 09:40:00,1005.8,1.81,274.51,0.61,91.7,6.96,6.38,0.58,3.96,6.35,1271.2,1.84,3.61,237.9,0.0,0.0,75.86,150.0,156.95,13.07,425.1
2020-01-19 09:50:00,1005.94,1.88,274.58,0.55,90.8,7.0,6.36,0.64,3.94,6.32,1271.05,2.76,4.17,245.4,0.0,0.0,79.48,159.46,168.53,13.11,424.8
2020-01-19 10:00:00,1006.08,1.94,274.62,0.54,90.4,7.03,6.35,0.67,3.94,6.31,1270.98,2.75,4.77,248.1,0.0,0.0,79.28,162.55,174.9,13.14,424.6
2020-01-19 10:10:00,1006.19,2.04,274.72,0.63,90.3,7.08,6.39,0.69,3.96,6.35,1270.61,2.45,3.81,244.1,0.0,0.0,103.82,206.95,225.1,13.14,424.6
2020-01-19 10:20:00,1006.33,2.17,274.84,0.71,90.0,7.15,6.43,0.71,3.99,6.39,1270.17,2.82,4.65,246.4,0.0,0.0,119.11,233.98,241.31,13.14,424.3
2020-01-19 10:30:00,1006.54,2.31,274.96,0.79,89.6,7.22,6.47,0.75,4.01,6.43,1269.77,2.8,4.21,249.4,0.0,0.0,135.61,266.41,286.68,13.12,424.1
2020-01-19 10:40:00,1006.75,2.5,275.13,0.91,89.2,7.32,6.53,0.79,4.04,6.48,1269.13,1.95,3.85,241.2,0.0,0.0,136.62,269.3,297.88,13.12,424.1
2020-01-19 10:50:00,1006.92,2.69,275.31,1.01,88.6,7.42,6.57,0.85,4.07,6.53,1268.45,1.38,3.45,233.2,0.0,0.0,136.02,270.27,294.02,13.13,423.5
2020-01-19 11:00:00,1007.14,2.9,275.5,1.06,87.6,7.53,6.59,0.93,4.08,6.55,1267.76,1.04,2.48,144.9,0.0,0.0,124.35,250.97,258.69,13.2,423.6
2020-01-19 11:10:00,1007.15,2.92,275.52,1.02,87.3,7.54,6.58,0.96,4.07,6.53,1267.7,2.09,3.97,154.3,0.0,0.0,147.48,294.02,319.69,13.33,424.6
2020-01-19 11:20:00,1007.27,2.9,275.49,1.04,87.5,7.53,6.59,0.94,4.08,6.54,1267.92,1.65,3.12,128.8,0.0,0.0,158.15,313.32,327.8,13.51,424.1
2020-01-19 11:30:00,1007.43,3.08,275.65,0.99,86.1,7.62,6.56,1.06,4.06,6.51,1267.33,1.15,3.0,297.6,0.0,0.0,153.32,307.14,327.41,13.71,421.6
2020-01-19 11:40:00,1007.53,3.27,275.83,1.06,85.4,7.73,6.6,1.13,4.08,6.55,1266.58,1.2,2.72,266.0,0.0,0.0,142.05,289.0,304.44,13.92,421.0
2020-01-19 11:50:00,1007.58,3.28,275.84,1.01,85.0,7.73,6.57,1.16,4.07,6.52,1266.61,1.42,3.37,260.1,0.0,0.0,133.8,273.74,281.66,14.12,420.4
2020-01-19 12:00:00,1007.55,3.25,275.82,1.0,85.1,7.72,6.57,1.15,4.07,6.52,1266.67,1.3,2.84,244.0,0.0,0.0,139.24,282.63,334.36,14.31,420.2
2020-01-19 12:10:00,1007.56,3.38,275.95,1.06,84.7,7.79,6.6,1.19,4.08,6.55,1266.07,1.34,2.6,246.9,0.0,0.0,180.89,359.65,371.81,14.5,419.9
2020-01-19 12:20:00,1007.67,3.6,276.16,1.13,83.8,7.91,6.63,1.28,4.1,6.58,1265.2,1.27,3.34,235.0,0.0,0.0,168.81,337.84,355.02,14.67,419.8
2020-01-19 12:30:00,1007.67,3.62,276.18,0.97,82.7,7.92,6.55,1.37,4.05,6.5,1265.15,1.78,3.71,235.1,0.0,0.0,178.67,355.98,402.32,14.84,419.3
2020-01-19 12:40:00,1007.71,3.84,276.39,1.08,82.1,8.04,6.6,1.44,4.09,6.55,1264.19,1.15,2.92,157.5,0.0,0.0,168.41,337.07,366.8,14.99,419.3
2020-01-19 12:50:00,1007.82,3.88,276.42,0.95,81.1,8.07,6.54,1.52,4.05,6.49,1264.17,1.82,4.33,270.1,0.0,0.0,180.28,360.42,373.55,15.14,418.9
2020-01-19 13:00:00,1007.84,3.99,276.53,0.97,80.6,8.13,6.55,1.58,4.05,6.5,1263.68,1.51,3.81,279.7,0.0,0.0,188.53,376.25,446.91,15.28,418.4
2020-01-19 13:10:00,1007.87,4.1,276.64,0.9,79.6,8.19,6.52,1.67,4.04,6.47,1263.23,1.75,4.01,275.4,0.0,0.0,177.26,354.05,366.8,15.41,418.2
2020-01-19 13:20:00,1008.05,4.07,276.6,0.82,79.3,8.18,6.49,1.69,4.01,6.43,1263.61,1.68,3.85,272.7,0.0,0.0,155.73,313.71,349.03,15.54,417.7
2020-01-19 13:30:00,1008.19,4.03,276.54,0.84,79.6,8.15,6.49,1.66,4.01,6.44,1263.97,1.6,4.17,292.1,0.0,0.0,135.21,276.64,282.82,15.65,417.7
2020-01-19 13:40:00,1008.3,4.05,276.56,0.91,79.9,8.17,6.53,1.64,4.04,6.47,1263.98,1.61,3.69,277.0,0.0,0.0,120.12,246.33,272.97,15.74,417.8
2020-01-19 13:50:00,1008.46,3.97,276.47,0.85,80.0,8.12,6.5,1.62,4.02,6.44,1264.57,1.93,4.71,280.8,0.0,0.0,81.69,172.01,200.19,15.79,417.6
2020-01-19 14:00:00,1008.63,3.8,276.28,0.87,81.1,8.03,6.51,1.52,4.02,6.45,1265.54,1.6,2.96,279.0,0.0,80.0,59.36,128.76,143.05,15.83,417.5
2020-01-19 14:10:00,1008.66,3.71,276.19,1.06,82.7,7.97,6.59,1.38,4.08,6.54,1265.96,0.95,1.8,287.6,0.0,130.0,71.03,153.28,166.02,15.85,417.7
2020-01-19 14:20:00,1008.63,3.74,276.22,1.08,82.7,7.99,6.61,1.38,4.08,6.55,1265.79,1.31,2.96,268.4,0.0,0.0,86.92,183.01,253.67,15.78,417.5
2020-01-19 14:30:00,1008.64,3.88,276.36,1.14,82.2,8.07,6.63,1.44,4.1,6.58,1265.15,1.14,2.16,286.4,0.0,0.0,96.78,198.84,253.28,15.73,417.3
2020-01-19 14:40:00,1008.75,3.97,276.44,1.09,81.4,8.12,6.61,1.51,4.09,6.55,1264.88,0.95,3.0,274.3,0.0,0.0,77.67,162.93,171.43,15.7,417.3
2020-01-19 14:50:00,1008.88,4.0,276.46,0.93,80.3,8.14,6.53,1.6,4.04,6.48,1264.95,1.09,2.4,280.4,0.0,0.0,88.93,182.82,191.31,15.7,417.3
2020-01-19 15:00:00,1008.89,4.02,276.48,0.66,78.6,8.15,6.41,1.74,3.96,6.35,1264.92,1.04,2.6,267.0,0.0,0.0,74.85,158.11,172.59,15.7,417.4
2020-01-19 15:10:00,1009.07,4.03,276.48,0.56,78.0,8.16,6.36,1.79,3.93,6.3,1265.12,0.86,2.24,259.1,0.0,0.0,74.04,153.47,159.85,15.7,417.8
2020-01-19 15:20:00,1009.17,4.08,276.52,0.59,77.9,8.18,6.37,1.81,3.94,6.32,1265.04,0.99,2.48,279.5,0.0,0.0,62.58,127.41,151.93,15.72,417.8
2020-01-19 15:30:00,1009.29,4.03,276.46,0.58,78.1,8.16,6.37,1.79,3.93,6.31,1265.39,1.28,2.84,275.6,0.0,0.0,45.88,95.17,99.81,15.74,417.7
2020-01-19 15:40:00,1009.42,4.0,276.41,0.63,78.6,8.13,6.39,1.74,3.95,6.33,1265.72,1.15,3.1,256.8,0.0,0.0,36.42,76.06,84.56,15.77,417.7
2020-01-19 15:50:00,1009.59,3.96,276.37,0.67,79.0,8.12,6.41,1.7,3.96,6.35,1266.08,1.12,2.72,260.3,0.0,0.0,31.19,66.02,69.3,15.79,417.7
2020-01-19 16:00:00,1009.74,3.94,276.33,0.69,79.3,8.1,6.42,1.68,3.97,6.36,1266.37,1.31,2.6,262.0,0.0,0.0,29.38,63.9,68.73,15.79,417.6
2020-01-19 16:10:00,1009.86,3.88,276.26,0.62,79.2,8.07,6.39,1.68,3.94,6.33,1266.81,1.49,2.6,269.6,0.0,0.0,21.13,50.19,57.92,15.79,417.3
2020-01-19 16:20:00,1010.01,3.77,276.14,0.6,79.7,8.01,6.38,1.63,3.94,6.32,1267.49,1.3,2.12,260.7,0.0,0.0,13.28,36.49,42.66,15.75,417.3
2020-01-19 16:30:00,1010.08,3.7,276.07,0.58,80.0,7.97,6.37,1.59,3.93,6.31,1267.91,1.34,2.2,268.4,0.0,0.0,7.85,24.9,29.92,15.69,417.3
2020-01-19 16:40:00,1010.26,3.56,275.91,0.54,80.5,7.89,6.35,1.54,3.92,6.29,1268.78,1.43,2.28,263.0,0.0,0.0,3.22,13.32,18.53,15.6,417.3
2020-01-19 16:50:00,1010.51,3.42,275.75,0.5,81.1,7.81,6.33,1.48,3.91,6.27,1269.76,1.55,2.2,259.0,0.0,0.0,0.6,5.6,9.27,15.47,417.6
2020-01-19 17:00:00,1010.65,3.33,275.66,0.48,81.5,7.76,6.33,1.44,3.9,6.26,1270.33,2.23,3.12,248.1,0.0,0.0,0.0,1.74,3.09,15.32,417.6
2020-01-19 17:10:00,1010.82,3.32,275.63,0.47,81.5,7.76,6.32,1.43,3.9,6.25,1270.6,1.88,2.68,254.0,0.0,0.0,0.0,0.0,1.35,15.15,417.9
2020-01-19 17:20:00,1010.99,3.25,275.55,0.41,81.5,7.72,6.29,1.43,3.88,6.22,1271.14,1.51,2.88,254.9,0.0,0.0,0.0,0.0,0.0,14.98,418.2
2020-01-19 17:30:00,1011.12,3.25,275.54,0.27,80.7,7.72,6.23,1.49,3.84,6.16,1271.34,1.82,3.73,257.9,0.0,0.0,0.0,0.0,0.0,14.84,418.2
2020-01-19 17:40:00,1011.22,3.22,275.5,0.2,80.5,7.7,6.2,1.5,3.82,6.13,1271.62,1.7,2.96,245.9,0.0,0.0,0.0,0.0,0.0,14.71,418.7
2020-01-19 17:50:00,1011.38,3.15,275.42,0.19,80.8,7.66,6.19,1.47,3.82,6.12,1272.16,1.51,2.36,243.0,0.0,0.0,0.0,0.0,0.0,14.6,419.2
2020-01-19 18:00:00,1011.51,3.06,275.31,0.09,80.8,7.61,6.15,1.46,3.79,6.08,1272.77,1.64,2.68,244.9,0.0,0.0,0.0,0.0,0.0,14.5,419.6
2020-01-19 18:10:00,1011.65,2.91,275.15,0.08,81.6,7.53,6.15,1.39,3.79,6.07,1273.64,1.74,2.9,238.2,0.0,0.0,0.0,0.0,0.0,14.4,420.7
2020-01-19 18:20:00,1011.78,2.76,275.0,0.09,82.5,7.45,6.15,1.3,3.79,6.08,1274.49,1.55,2.44,249.8,0.0,0.0,0.0,0.0,0.0,14.3,421.3
2020-01-19 18:30:00,1011.91,2.7,274.93,0.15,83.2,7.42,6.18,1.25,3.8,6.1,1274.89,1.7,2.48,244.6,0.0,0.0,0.0,0.0,0.0,14.17,421.2
2020-01-19 18:40:00,1012.02,2.78,275.0,0.31,83.7,7.46,6.25,1.22,3.85,6.17,1274.66,1.73,3.16,250.2,0.0,0.0,0.0,0.0,0.0,14.04,421.5
2020-01-19 18:50:00,1012.06,2.84,275.05,0.36,83.7,7.49,6.27,1.22,3.86,6.2,1274.42,2.4,4.03,251.6,0.0,0.0,0.0,0.0,0.0,13.91,421.6
2020-01-19 19:00:00,1012.34,2.92,275.11,0.41,83.5,7.54,6.29,1.24,3.87,6.22,1274.4,1.21,2.36,238.2,0.0,0.0,0.0,0.0,0.0,13.81,421.6
2020-01-19 19:10:00,1012.47,3.02,275.2,0.48,83.3,7.59,6.32,1.27,3.89,6.25,1274.08,0.79,2.28,220.0,0.0,0.0,0.0,0.0,0.0,13.73,421.7
2020-01-19 19:20:00,1012.65,3.06,275.23,0.5,83.2,7.61,6.33,1.28,3.9,6.26,1274.11,1.42,2.6,260.3,0.0,30.0,0.0,0.0,0.0,13.69,421.7
2020-01-19 19:30:00,1012.72,2.98,275.15,0.59,84.2,7.57,6.38,1.2,3.92,6.3,1274.53,1.32,2.0,250.3,0.0,180.0,0.0,0.0,0.0,13.76,421.7
2020-01-19 19:40:00,1012.72,2.89,275.05,0.59,84.8,7.52,6.38,1.14,3.93,6.3,1274.98,1.57,2.64,246.0,0.0,0.0,0.0,0.0,0.0,13.74,422.2
2020-01-19 19:50:00,1012.79,2.89,275.05,0.56,84.6,7.52,6.36,1.16,3.92,6.28,1275.05,1.74,3.2,249.0,0.0,0.0,0.0,0.0,0.0,13.74,422.1
2020-01-19 20:00:00,1012.88,2.89,275.04,0.55,84.5,7.52,6.36,1.17,3.91,6.27,1275.17,1.41,2.5,238.9,0.0,0.0,0.0,0.0,0.0,13.76,422.0
2020-01-19 20:10:00,1012.99,2.92,275.06,0.59,84.6,7.54,6.38,1.16,3.92,6.29,1275.17,1.68,2.76,222.0,0.0,0.0,0.0,0.0,0.0,13.76,422.0
2020-01-19 20:20:00,1013.07,2.87,275.0,0.54,84.6,7.51,6.35,1.16,3.91,6.27,1275.51,1.48,3.0,241.0,0.0,0.0,0.0,0.0,0.0,13.77,421.8
2020-01-19 20:30:00,1013.2,2.86,274.98,0.46,84.2,7.5,6.32,1.19,3.89,6.24,1275.75,1.53,3.04,243.8,0.0,0.0,0.0,0.0,0.0,13.78,421.6
